JAIL ID,ARREST DT,charges,warrants_filed_by,RACE,SEX,RELEASE DT,ARREST YEAR,days_served
107452,2010-08-23 00:00:00,"[FAILURE TO APPEAR, FAILURE TO MNTN FINAN RESP, DRIVING-EXPIRED LIC. PLATE, DRIVING-FICTITIOUS PLATES, FAILURE TO APPEAR, SPEEDING, SPEEDING, DRIVING-NO DRIVERS LICENSE, DRIVING-NO MVI STICKER, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2010-09-08,2010,16.0
107577,2013-11-20 00:00:00,"[DRIVING-WHILE LIC INVALID, FAILURE TO SIGNAL]","[PAPD, PAPD]",W,M,2013-11-26,2013,6.0
107584,2013-03-16 00:00:00,"[TRAF OFF-NO CHILD RESTRAINT, SPEEDING]","[PAPD, PAPD]",B,M,2013-03-20,2013,4.0
107584,2014-11-14 00:00:00,[STOP SIGN- RUNNING],[PAPD],B,M,2014-11-14,2014,0.0
107592,2008-07-03 00:00:00,"[DRIVING-WHILE LIC INVALID, DRIVING-D.L. VIOLATION]","[PAPD, PAPD]",B,M,2008-07-03,2008,0.0
107592,2010-09-08 00:00:00,"[FAILURE TO APPEAR, DRIVING-NO DRIVERS LICENSE, FAILURE TO MNTN FINAN RESP, DRIVING-NO DRIVERS LICENSE, VEH-LICENSE PLATE OFFENSE, DRIVING-NO DRIVERS LICENSE, SPEED-FAILURE TO CONTROL, FAILURE TO MNTN FINAN RESP, FAILURE TO APPEAR, DRIVING-NO DRIVERS LICENSE]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2010-09-15,2010,7.0
107612,2006-10-22 00:00:00,"[FAILURE TO APPEAR, FAILURE TO MNTN FINAN RESP, DRIVING-NO MVI STICKER, FAILURE TO MNTN FINAN RESP, DRIVING-EXPIRED LIC. PLATE]","[PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2006-10-26,2006,4.0
107630,2012-05-25 00:00:00,"[FAILURE TO APPEAR, DRIVING-EXP MVI STICKER, DRIVING-NO DRIVERS LICENSE]","[PAPD, PAPD, PAPD]",B,F,2012-05-30,2012,5.0
107662,2015-06-19 00:00:00,[TRAFFIC OFFENSE],[PAPD],B,M,2015-06-22,2015,3.0
108184,2007-11-09 00:00:00,"[FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO MNTN FINAN RESP, DRIVING-EXPIRED LIC. PLATE]","[PAPD, PAPD, PAPD, PAPD]",W,F,2007-11-15,2007,6.0
108228,2013-02-12 00:00:00,[SPEEDING],[PAPD],B,F,2013-02-12,2013,0.0
108314,2007-10-27 00:00:00,"[FAILURE TO APPEAR, FAILURE TO MNTN FINAN RESP, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD, PAPD]",B,M,2007-10-29,2007,2.0
108314,2009-11-23 00:00:00,"[FAILURE TO APPEAR, DRIVING-WHILE LIC INVALID, DRIVING-NO MVI STICKER, NO LIABILITY INSURANCE, FAILURE TO APPEAR, NO LIABILITY INSURANCE, DRIVING-EXPIRED LIC. PLATE, NO LIABILITY INSURANCE]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2009-11-28,2009,5.0
108314,2011-12-27 00:00:00,"[FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO MNTN FINAN RESP, DRIVING-EXPIRED LIC. PLATE, SPEEDING, DRIVING-WHILE LIC INVALID, DRIVING-NO MVI STICKER, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2011-12-28,2011,1.0
108473,2012-08-12 00:00:00,"[SPEEDING, FAILURE TO APPEAR]","[PAPD, PAPD]",W,M,2012-08-13,2012,1.0
108493,2006-05-01 00:00:00,"[DRIVING-WHILE LIC INVALID, DRIVING-NO MVI STICKER, NO LIABILITY INSURANCE, DRIVING-EXPIRED LIC. PLATE, DRIVING-WHILE LIC EXPIRED, DRIVING-NO MVI STICKER, DRIVING-EXPIRED LIC. PLATE, FAILURE TO APPEAR, NO LIABILITY INSURANCE, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2006-05-26,2006,25.0
108595,2010-05-08 00:00:00,[DRIVING-WHILE LIC INVALID],[PAPD],B,M,2010-05-08,2010,0.0
108598,2012-06-24 00:00:00,"[FAILURE TO APPEAR, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD]",B,M,2012-06-24,2012,0.0
108624,2006-10-11 00:00:00,"[DEFECTIVE EQUIPMENT, DRIVING-NO DRIVERS LICENSE]","[PAPD, PAPD]",B,M,2006-10-12,2006,1.0
108820,2012-03-15 00:00:00,"[FAILURE TO APPEAR, DRIVING-WHILE LIC INVALID, FAILURE TO MNTN FINAN RESP, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD, PAPD]",B,M,2012-03-17,2012,2.0
109326,2008-03-18 00:00:00,"[DRIVING-WHILE LIC INVALID, DRIVING-EXPIRED LIC. PLATE]","[PAPD, PAPD]",B,M,2008-03-19,2008,1.0
109410,2010-12-28 00:00:00,"[FAILURE TO APPEAR, DRIVING-NO MVI STICKER, TRAF OFF-MOVING-NO SEATBELT]","[PAPD, PAPD, PAPD]",B,M,2011-01-02,2010,5.0
109723,2010-11-18 00:00:00,"[DRIVING-NO DRIVERS LICENSE, SPEED-FAILURE TO CONTROL, NO LIABILITY INSURANCE, NO LIABILITY INSURANCE, TRAF OFF-NO CHILD RESTRAINT, DRIVING-NO MVI STICKER, NO LIABILITY INSURANCE, DRIVING-EXPIRED LIC. PLATE, DRIVING-NO DRIVERS LICENSE, STOP SIGN- RUNNING]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2010-12-17,2010,29.0
109910,2013-02-01 00:00:00,"[DRIVING-EXPIRED LIC. PLATE, FAILURE TO APPEAR, NO LIABILITY INSURANCE]","[PAPD, PAPD, PAPD]",B,M,2013-02-10,2013,9.0
109986,2008-12-06 00:00:00,"[TRAF OFF-MOVING-NO SEATBELT, VEH-LICENSE PLATE OFFENSE, DRIVING-NO DRIVERS LICENSE, FAILURE TO MNTN FINAN RESP, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2008-12-12,2008,6.0
110140,2015-07-14 00:00:00,"[DRIVING-NO DRIVERS LICENSE, TRAFFIC OFFENSE-MOVING, FAILURE TO MNTN FINAN RESP, FAILURE TO APPEAR, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2015-07-14,2015,0.0
110318,2013-01-25 00:00:00,[DRIVING-NO DRIVERS LICENSE],[PAPD],B,M,2013-01-26,2013,1.0
110471,2010-03-30 00:00:00,"[STOP LIGHT- RUNNING, FAILURE TO MNTN SINGLE LANE]","[PAPD, PAPD]",W,M,2010-03-30,2010,0.0
110471,2010-09-09 00:00:00,[STOP LIGHT- RUNNING],[PAPD],W,M,2010-09-09,2010,0.0
110551,2005-03-11 00:00:00,"[FAILURE TO APPEAR, DRIVING-NO MVI STICKER, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD, PAPD]",W,M,2005-03-18,2005,7.0
110597,2009-08-07 00:00:00,"[SPEEDING, FAILURE TO APPEAR]","[PAPD, PAPD]",B,M,2009-08-07,2009,0.0
110638,2015-01-05 00:00:00,[TRAF OFF-MOVING-NO SEATBELT],[PAPD],B,F,2015-01-06,2015,1.0
110643,2011-09-20 00:00:00,[STOP SIGN- RUNNING],[PAPD],W,M,2011-09-20,2011,0.0
110669,2006-12-15 00:00:00,"[TRAFFIC OFFENSE, FAILURE TO MNTN FINAN RESP, DRIVING-EXPIRED LIC. PLATE]","[PAPD, PAPD, PAPD]",B,M,2006-12-15,2006,0.0
110669,2009-08-09 00:00:00,"[TRAFFIC OFFENSE, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD]",B,M,2009-08-09,2009,0.0
110843,2011-02-24 00:00:00,"[DRIVING-NO DRIVERS LICENSE, NO LIABILITY INSURANCE]","[PAPD, PAPD]",B,M,2011-03-02,2011,6.0
110859,2007-10-11 00:00:00,"[FAILURE TO APPEAR, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD]",W,M,2007-10-15,2007,4.0
110863,2009-09-11 00:00:00,[DRIVING-NO DRIVERS LICENSE],[PAPD],W,M,2009-09-11,2009,0.0
110863,2010-01-21 00:00:00,"[FAILURE TO APPEAR, DRIVING-NO DRIVERS LICENSE, SPEEDING, FAILURE TO APPEAR, DRIVING-NO DRIVERS LICENSE]","[PAPD, PAPD, PAPD, PAPD, PAPD]",W,M,2010-01-21,2010,0.0
110863,2014-03-11 00:00:00,"[DRIVING-NO DRIVERS LICENSE, TRAFFIC OFFENSE-MOVING, FAILURE TO APPEAR, DRIVING-NO DRIVERS LICENSE, DRIVING-NO DRIVERS LICENSE, FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",W,M,2014-03-29,2014,18.0
111101,2005-06-30 00:00:00,"[FAILURE TO APPEAR, DRIVING-WHILE LIC INVALID, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD, PAPD]",B,M,2005-06-30,2005,0.0
111101,2012-12-04 00:00:00,"[FAILURE TO MNTN FINAN RESP, TRAF OFF-MOVING-NO SEATBELT, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD]",B,M,2012-12-11,2012,7.0
111145,2014-07-03 00:00:00,[SPEED-FAILURE TO CONTROL],[PAPD],B,F,2014-07-03,2014,0.0
111164,2012-11-18 00:00:00,"[FAILURE TO APPEAR, FAILURE TO MNTN FINAN RESP, DRIVING-NO LICENSE PLATES, STOP LIGHT- RUNNING, DEFECTIVE EQUIPMENT, STOP LIGHT- RUNNING]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2012-11-28,2012,10.0
111189,2007-03-06 00:00:00,"[DRIVING-NO MVI STICKER, TRAF OFF-MOVING-NO SEATBELT, DRIVING-EXPIRED LIC. PLATE, DRIVING-NO MVI STICKER]","[PAPD, PAPD, PAPD, PAPD]",B,M,2007-03-06,2007,0.0
111364,2013-11-16 00:00:00,"[DRIVING-NO DRIVERS LICENSE, NO LIABILITY INSURANCE, SPEEDING]","[PAPD, PAPD, PAPD]",W,M,2013-11-16,2013,0.0
111390,2009-02-04 00:00:00,"[FAILURE TO MNTN FINAN RESP, FAILURE TO APPEAR, DRIVING-EXPIRED LIC. PLATE, FAILURE TO APPEAR, DRIVING-WHILE LIC INVALID, DRIVING-NO MVI STICKER, FAILURE TO MNTN FINAN RESP, FAILURE TO APPEAR, DRIVING-NO MVI STICKER, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2009-02-04,2009,0.0
111461,2014-03-01 00:00:00,"[FAILURE TO APPEAR, FAILURE TO APPEAR, DRIVING-NO DRIVERS LICENSE, DRIVING-EXPIRED LIC. PLATE]","[PAPD, PAPD, PAPD, PAPD]",W,M,2014-03-07,2014,6.0
111581,2012-08-05 00:00:00,"[DRIVING-NO DRIVERS LICENSE, FAILURE TO YIELD R.O.W., FAILURE TO APPEAR]","[PAPD, PAPD, PAPD]",B,M,2012-08-08,2012,3.0
111720,2012-01-22 00:00:00,"[FAILURE TO APPEAR, DRIVING-NO DRIVERS LICENSE, FAILURE TO MNTN FINAN RESP, SPEEDING]","[PAPD, PAPD, PAPD, PAPD]",B,M,2012-01-30,2012,8.0
111765,2009-02-04 00:00:00,"[DRIVING-NO DRIVERS LICENSE, FAILURE TO APPEAR]","[PAPD, PAPD]",B,M,2009-02-04,2009,0.0
111765,2015-03-20 00:00:00,[SPEED-FAILURE TO CONTROL],[PAPD],B,M,2015-03-23,2015,3.0
111834,2010-07-18 00:00:00,"[DRIVING-NO DRIVERS LICENSE, TRAF OFF-NO CHILD RESTRAINT, SPEEDING, FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO MNTN FINAN RESP, SPEEDING, FAILURE TO APPEAR, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2010-07-18,2010,0.0
111928,2014-10-06 00:00:00,"[DRIVING-NO DRIVERS LICENSE, FAILURE TO MNTN FINAN RESP, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD]",B,M,2014-10-12,2014,6.0
112070,2010-06-14 00:00:00,[DRIVING-WHILE LIC EXPIRED],[PAPD],W,F,2010-06-14,2010,0.0
112070,2012-12-09 00:00:00,[DRIVING-WHILE LIC INVALID],[PAPD],W,F,2012-12-09,2012,0.0
112070,2013-03-05 00:00:00,"[DRIVING-NO DRIVERS LICENSE, NO LIABILITY INSURANCE, FAILURE TO STOP RENDER INFO, FAILURE TO MNTN SINGLE LANE]","[PAPD, PAPD, PAPD, PAPD]",W,F,2013-03-06,2013,1.0
112087,2006-08-28 00:00:00,"[FAILURE TO APPEAR, DRIVING-WHILE LIC INVALID, STOP SIGN- RUNNING, FAILURE TO MNTN FINAN RESP, DRIVING-NO DRIVERS LICENSE, FAILURE TO MNTN FINAN RESP, FAILURE TO APPEAR, DRIVING-NO DRIVERS LICENSE, TRAFFIC OFFENSE-MOVING]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2006-09-07,2006,10.0
112087,2013-07-24 00:00:00,"[DRIVING-NO DRIVERS LICENSE, FAILURE TO MNTN FINAN RESP, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD]",B,M,2013-07-31,2013,7.0
112125,2013-04-10 00:00:00,[TRAF OFF-MOVING-NO SEATBELT],[PAPD],B,M,2013-04-13,2013,3.0
112160,2007-01-27 00:00:00,[DRIVING-WHILE LIC INVALID],[PAPD],B,M,2007-01-27,2007,0.0
112160,2007-02-20 00:00:00,"[FAILURE TO APPEAR, DRIVING-NO DRIVERS LICENSE]","[PAPD, PAPD]",B,M,2007-02-25,2007,5.0
112160,2009-11-25 00:00:00,"[DRIVING-NO MVI STICKER, NO LIABILITY INSURANCE, DRIVING-EXPIRED LIC. PLATE, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD, PAPD]",B,M,2009-11-30,2009,5.0
112160,2011-10-29 00:00:00,"[NO LIABILITY INSURANCE, FAILURE TO APPEAR, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD]",B,M,2011-11-04,2011,6.0
112367,2005-09-17 00:00:00,[STOP LIGHT- RUNNING],[PAPD],B,F,2005-09-17,2005,0.0
112367,2008-09-28 00:00:00,[FAILURE TO MNTN FINAN RESP],[PAPD],B,F,2008-09-29,2008,1.0
112367,2013-05-24 00:00:00,[FAILURE TO MNTN FINAN RESP],[PAPD],B,F,2013-05-26,2013,2.0
112455,2013-03-23 00:00:00,"[FAILURE TO APPEAR, SPEEDING, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD]",W,M,2013-03-26,2013,3.0
112480,2005-03-05 00:00:00,"[DRIVING-WHILE LIC EXPIRED, NO LIABILITY INSURANCE, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD]",B,M,2005-03-10,2005,5.0
112512,2009-08-21 00:00:00,"[FAILURE TO APPEAR, DRIVING-NO DRIVERS LICENSE, DRIVING-NO MVI STICKER, FAILURE TO MNTN FINAN RESP, DEFECTIVE EQUIPMENT, TRAF OFF-MOVING-NO SEATBELT, DRIVING-EXPIRED LIC. PLATE, FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2009-08-21,2009,0.0
112512,2009-09-02 00:00:00,"[DRIVING-NO DRIVERS LICENSE, NO LIABILITY INSURANCE]","[PAPD, PAPD]",B,M,2009-09-02,2009,0.0
112512,2011-04-03 00:00:00,"[TRAF OFF-MOVING-NO SEATBELT, STOP SIGN- RUNNING, DRIVING-NO DRIVERS LICENSE]","[PAPD, PAPD, PAPD]",B,M,2011-04-03,2011,0.0
112512,2011-04-15 00:00:00,[FAILURE TO MNTN FINAN RESP],[PAPD],B,M,2011-04-15,2011,0.0
112512,2011-12-09 00:00:00,[TRAF OFF-MOVING-NO SEATBELT],[PAPD],B,M,2011-12-09,2011,0.0
112512,2012-01-05 00:00:00,[DRIVING-NO DRIVERS LICENSE],[PAPD],B,M,2012-01-05,2012,0.0
112781,2005-10-13 00:00:00,"[FAILURE TO APPEAR, TRAF OFF-MOVING-NO SEATBELT, NO LIABILITY INSURANCE]","[PAPD, PAPD, PAPD]",B,M,2005-10-14,2005,1.0
112785,2005-07-20 00:00:00,"[FAILURE TO APPEAR, FAILURE TO MNTN FINAN RESP, FAILURE TO APPEAR, SPEEDING, FAILURE TO APPEAR, TRAFFIC OFFENSE-MOVING]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2005-07-24,2005,4.0
112794,2008-10-04 00:00:00,"[DRIVING-WHILE LIC INVALID, TRAFFIC IN CHILDREN U/15 YR, DRIVING-WHILE LIC INVALID, TRAFFIC OFFENSE, FAILURE TO APPEAR, DRIVING-WHILE LIC INVALID, DRIVING-NO MVI STICKER, FAILURE TO MNTN FINAN RESP, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,F,2008-10-13,2008,9.0
112795,2006-05-04 00:00:00,"[DRIVING-NO DRIVERS LICENSE, NO LIABILITY INSURANCE, DRIVING-EXPIRED LIC. PLATE]","[PAPD, PAPD, PAPD]",B,M,2006-05-09,2006,5.0
112931,2006-08-24 00:00:00,[NO LIABILITY INSURANCE],[PAPD],W,M,2006-08-24,2006,0.0
113075,2009-05-06 00:00:00,"[FAILURE TO APPEAR, DRIVING-NO MVI STICKER]","[PAPD, PAPD]",W,M,2009-05-06,2009,0.0
113185,2012-06-01 00:00:00,"[FAILURE TO APPEAR, SPEEDING]","[PAPD, PAPD]",W,F,2012-06-01,2012,0.0
113244,2007-02-11 00:00:00,"[FAILURE TO APPEAR, STOP SIGN- RUNNING]","[PAPD, PAPD]",B,M,2007-02-11,2007,0.0
113512,2007-06-09 00:00:00,"[FAILURE TO APPEAR, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD]",B,M,2007-06-13,2007,4.0
113678,2010-02-24 00:00:00,"[FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO APPEAR, DRIVING-WHILE LIC INVALID, FAILURE TO MNTN FINAN RESP, FAILURE TO APPEAR, DEFECTIVE EQUIPMENT, FAILURE TO MNTN FINAN RESP, DRIVING-EXPIRED LIC. PLATE, DRIVING-FICTITIOUS PLATES]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2010-03-16,2010,20.0
113678,2012-09-26 00:00:00,"[NO LIABILITY INSURANCE, SPEEDING, DRIVING-NO DRIVERS LICENSE]","[PAPD, PAPD, PAPD]",B,M,2012-10-04,2012,8.0
113770,2010-01-28 00:00:00,"[FAILURE TO APPEAR, DRIVING-WHILE LIC EXPIRED, STOP SIGN- RUNNING]","[PAPD, PAPD, PAPD]",W,M,2010-01-28,2010,0.0
113770,2010-04-21 00:00:00,"[FAILURE TO APPEAR, FAILURE TO APPEAR, DRIVING-D.L. VIOLATION, FAILURE CHANGE DL ADDRESS]","[PAPD, PAPD, PAPD, PAPD]",W,M,2010-04-26,2010,5.0
113796,2007-06-21 00:00:00,"[FAILURE TO APPEAR, DRIVING-NO DRIVERS LICENSE, STOP LIGHT- RUNNING, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD, PAPD, PAPD]",B,M,2007-07-02,2007,11.0
113955,2012-12-28 00:00:00,"[FAILURE TO APPEAR, FAILURE TO MNTN FINAN RESP, SPEEDING]","[PAPD, PAPD, PAPD]",B,M,2013-01-03,2012,6.0
113980,2007-05-30 00:00:00,"[FAILURE TO APPEAR, DRIVING-WHILE LIC INVALID, DRIVING-NO MVI STICKER, TRAF OFF-MOVING-NO SEATBELT, FAILURE TO APPEAR, DRIVING-WHILE LIC INVALID]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2007-06-08,2007,9.0
114323,2012-12-06 00:00:00,[DRIVING-WHILE LIC INVALID],[PAPD],W,M,2012-12-06,2012,0.0
114345,2011-06-07 00:00:00,"[FAILURE TO APPEAR, FAILURE TO APPEAR, DRIVING-NO DRIVERS LICENSE, SPEEDING, FAILURE TO APPEAR, FAILURE TO APPEAR, DRIVING-NO DRIVERS LICENSE, NO LIABILITY INSURANCE]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2011-06-17,2011,10.0
114345,2013-05-19 00:00:00,"[FAILURE TO MNTN FINAN RESP, FAILURE TO APPEAR, DRIVING-WHILE LIC INVALID, DRIVING-EXPIRED LIC. PLATE, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2013-05-30,2013,11.0
114621,2010-04-06 00:00:00,[SPEED-UNSAFE],[PAPD],B,F,2010-04-06,2010,0.0
114683,2014-09-29 00:00:00,"[FAILURE TO MNTN FINAN RESP, FAILURE TO APPEAR, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD]",B,M,2014-10-02,2014,3.0
114684,2011-10-04 00:00:00,"[SPEEDING, DRIVING-EXPIRED LIC. PLATE]","[PAPD, PAPD]",B,F,2011-10-08,2011,4.0
115128,2009-08-28 00:00:00,"[FAILURE TO APPEAR, DRIVING-NO DRIVERS LICENSE, STOP SIGN- RUNNING, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD, PAPD, PAPD]",B,M,2009-08-28,2009,0.0
115134,2005-10-15 00:00:00,"[FAILURE TO APPEAR, TRAF OFF-MOVING-NO SEATBELT]","[PAPD, PAPD]",B,M,2005-10-15,2005,0.0
115299,2008-12-18 00:00:00,"[FAILURE TO APPEAR, DRIVING-WHILE LIC INVALID]","[PAPD, PAPD]",B,M,2008-12-18,2008,0.0
115916,2007-05-22 00:00:00,"[FAILURE TO APPEAR, SPEED-FAILURE TO CONTROL, FAILURE TO MNTN FINAN RESP, DRIVING-EXPIRED LIC. PLATE, FAILURE TO APPEAR, DRIVING-NO MVI STICKER, FAILURE TO MNTN FINAN RESP, DRIVING-EXPIRED LIC. PLATE, SPEEDING]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",W,M,2007-05-25,2007,3.0
116216,2011-05-26 00:00:00,"[FAILURE TO APPEAR, FAILURE TO APPEAR, DRIVING-NO MVI STICKER, FAILURE TO MNTN FINAN RESP, DRIVING-EXPIRED LIC. PLATE, SPEEDING, DRIVING-EXPIRED LIC. PLATE, FAILURE TO MNTN FINAN RESP, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2011-06-14,2011,19.0
116410,2006-03-28 00:00:00,"[TRAF OFF-MOVING-NO SEATBELT, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD]",W,M,2006-03-28,2006,0.0
116410,2008-02-01 00:00:00,[FAILURE TO MNTN FINAN RESP],[PAPD],W,M,2008-02-01,2008,0.0
116410,2011-04-16 00:00:00,"[FAILURE TO MNTN FINAN RESP, SPEEDING]","[PAPD, PAPD]",W,M,2011-04-20,2011,4.0
116415,2015-07-01 00:00:00,[DRIVING-NO DRIVERS LICENSE],[PAPD],W,M,2015-07-01,2015,0.0
116702,2007-05-24 00:00:00,"[FAILURE TO APPEAR, DRIVING-WHILE LIC INVALID, FAILURE TO MNTN FINAN RESP, DRIVING-EXPIRED LIC. PLATE]","[PAPD, PAPD, PAPD, PAPD]",B,M,2007-05-30,2007,6.0
117169,2005-03-25 00:00:00,"[FAILURE TO MNTN SINGLE LANE, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD]",B,M,2005-03-29,2005,4.0
117232,2014-02-22 00:00:00,[TRAF OFF-MOVING-NO SEATBELT],[PAPD],W,M,2014-02-22,2014,0.0
117641,2005-03-24 00:00:00,"[FAILURE TO APPEAR, DRIVING-WHILE LIC INVALID, TRAF OFF-NO CHILD RESTRAINT, TRAF OFF-MOVING-NO SEATBELT]","[PAPD, PAPD, PAPD, PAPD]",B,F,2005-03-29,2005,5.0
117641,2008-12-22 00:00:00,"[FAILURE TO APPEAR, DRIVING-NO DRIVERS LICENSE, FAILURE TO MNTN FINAN RESP, DRIVING-NO DRIVERS LICENSE, DRIVING-EXPIRED LIC. PLATE, FAILURE TO APPEAR, DRIVING-NO DRIVERS LICENSE, FAILURE TO MNTN FINAN RESP, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,F,2008-12-22,2008,0.0
117641,2012-03-17 00:00:00,"[FAILURE TO APPEAR, FAILURE TO APPEAR, DRIVING-NO DRIVERS LICENSE, FAILURE TO MNTN FINAN RESP, FAILURE TO APPEAR, DRIVING-NO DRIVERS LICENSE, FAILURE TO MNTN FINAN RESP, DRIVING-NO DRIVERS LICENSE, DRIVING-EXPIRED LIC. PLATE]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,F,2012-03-28,2012,11.0
117973,2010-07-04 00:00:00,"[SPEEDING, DRIVING-NO DRIVERS LICENSE]","[PAPD, PAPD]",B,M,2010-07-07,2010,3.0
118004,2006-03-15 00:00:00,"[FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO MNTN FINAN RESP, SPEEDING]","[PAPD, PAPD, PAPD, PAPD]",B,M,2006-03-15,2006,0.0
118079,2012-09-14 00:00:00,[DRIVING-NO DRIVERS LICENSE],[PAPD],B,M,2012-09-14,2012,0.0
118220,2014-01-15 00:00:00,[FAILURE TO MNTN FINAN RESP],[PAPD],B,M,2014-01-15,2014,0.0
118322,2005-07-14 00:00:00,"[FAILURE TO APPEAR, FAILURE TO APPEAR, NO LIABILITY INSURANCE]","[PAPD, PAPD, PAPD]",W,M,2005-07-14,2005,0.0
118322,2006-02-17 00:00:00,"[FAILURE CHANGE DL ADDRESS, SPEEDING]","[PAPD, PAPD]",W,M,2006-02-17,2006,0.0
118323,2007-09-09 00:00:00,"[FAILURE TO APPEAR, FAILURE TO APPEAR, DRIVING-WHILE LIC INVALID]","[PAPD, PAPD, PAPD]",B,F,2007-09-09,2007,0.0
118338,2014-06-16 00:00:00,"[FAILURE TO APPEAR, STOP SIGN- RUNNING, FAILURE TO MNTN FINAN RESP, TRAF OFF-NO CHILD RESTRAINT, DRIVING-NO MVI STICKER, TRAF OFF-NO CHILD RESTRAINT, FAILURE TO MNTN FINAN RESP, DRIVING-EXPIRED LIC. PLATE]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2014-06-17,2014,1.0
118340,2013-02-16 00:00:00,"[FAILURE TO APPEAR, FAILURE TO APPEAR, DRIVING-NO MVI STICKER]","[PAPD, PAPD, PAPD]",B,M,2013-02-21,2013,5.0
118387,2005-02-24 00:00:00,"[FAILURE TO APPEAR, FAILURE TO APPEAR, DRIVING-NO DRIVERS LICENSE, FAILURE TO APPEAR, TRAF OFF-MOVING-NO SEATBELT]","[PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2005-02-24,2005,0.0
